id,path,functional,transactional,path_length,avg_degree,arch_diff,diagram,use_case,model
230,User->article info->share to social network->Google plus,FUNC_NA,CTRL|EXTIVK,4,1,4,Sharing articles to social media,Sharing articles to social media,F14a_women_at_work_website_redesign
231,Administrator->article add page->submit article to blog category->article,EI,CTRL|DM|EI,4,1,4,Add articles to blog,Add articles to blog,F14a_women_at_work_website_redesign
232,Administrator->Admin interface->navigate article add page->article add page,EQ,CTRL|INT,4,1,4,Add articles to blog,Add articles to blog,F14a_women_at_work_website_redesign
233,User->Civilian or veteran radio button->load first scenario->Scenario,EI,CTRL|DM|EI,4,0.75,3,Provide Information,Provide Information,F15a_combat_conflict
234,User->Civilian or veteran radio button->load first scenario->display scenario->Scenario display,EQ,CTRL|INT,5,1,5,Provide Information,Provide Information,F15a_combat_conflict
235,User->Scenario Page->Store the answer for the scenario->Thank you page,EQ,CTRL|INT,4,1.25,5,Take Scenario Quiz,Take Scenario Quiz,F15a_combat_conflict
236,User->Scenario Page->Store the answer for the scenario->Check cookie expiration->Cookie,EI,CTRL|DM|EI,5,1,5,Take Scenario Quiz,Take Scenario Quiz,F15a_combat_conflict
237,User->Scenario Page->Store the answer for the scenario->Check cookie expiration->Cookie Expiration Error,EQ,CTRL|INT,5,1.2,6,Take Scenario Quiz,Take Scenario Quiz,F15a_combat_conflict
238,User->Scenario Page->Store the answer for the scenario->Scenario,EI,CTRL|DM|EI,4,1.25,5,Take Scenario Quiz,Take Scenario Quiz,F15a_combat_conflict
239,User->Scenario Page->Store the answer for the scenario->Load next senario->Scenario,EI,CTRL|DM|EI,5,1.2,6,Take Scenario Quiz,Take Scenario Quiz,F15a_combat_conflict
240,User->Scenario Page->store answers as cookie->calculate response statistics->answer statistics page,EQ,CTRL|INT,5,1,5,Take Team Scenario Quiz,Take Team Scenario Quiz,F15a_combat_conflict
241,User->Scenario Page->store answers as cookie->Cookie,EI,CTRL|DM|EI,4,1,4,Take Team Scenario Quiz,Take Team Scenario Quiz,F15a_combat_conflict
242,User->Logout Button->clear local cache->Cookie,EI,CTRL|DM|EI,4,0.75,3,Logout,Logout,F15a_combat_conflict
243,User->Logout Button->clear local cache->front page,EQ,CTRL|INT,4,1,4,Logout,Logout,F15a_combat_conflict
244,User->Page Selector->Load page to edit->page edit text field and update button,EQ,CTRL|INT,4,1,4,Edit Page on Website,Edit Page on Website,F15a_combat_conflict
245,User->page edit text field and update button->Update page->Update error message,EQ,CTRL|INT,4,1.25,5,Edit Page on Website,Edit Page on Website,F15a_combat_conflict
246,User->page edit text field and update button->Update page->Update message,EQ,CTRL|INT,4,1.25,5,Edit Page on Website,Edit Page on Website,F15a_combat_conflict
247,User->page edit text field and update button->Update page->Page,EI,CTRL|DM|EI,4,1,4,Edit Page on Website,Edit Page on Website,F15a_combat_conflict
248,Admin->Database button->show database info->List of tables with drop button,EQ,CTRL|INT,4,1,4,Clear submitted answer,Clear submitted answer,F15a_combat_conflict
249,Admin->List of tables with drop button->drop tabl->Empty complete message,EQ,CTRL|INT,4,1.25,5,Clear submitted answer,Clear submitted answer,F15a_combat_conflict
250,User->username and password interface->check login information->Error Message,EQ,CTRL|INT,4,1,4,Login,Login,F15a_combat_conflict
251,User->username and password interface->check login information->user interface,EQ,CTRL|INT,4,1,4,Login,Login,F15a_combat_conflict
252,User->username and password interface->check login information->admin interface,EQ,CTRL|INT,4,1,4,Login,Login,F15a_combat_conflict
253,User->username and password interface->check login information->User Info,EI,CTRL|DM|EI,4,0.75,3,Login,Login,F15a_combat_conflict
254,User->Login Page->open sign up page->sign up page,EQ,CTRL|INT,4,1,4,Signup,Signup,F15a_construction_meeting_minutes_application
255,User->sign up page->save user info for admin->User info already created,EQ,CTRL|INT,4,1.5,6,Signup,Signup,F15a_construction_meeting_minutes_application
256,User->sign up page->save user info for admin->user info,EI,CTRL|DM|EI,4,1.5,6,Signup,Signup,F15a_construction_meeting_minutes_application
257,User->sign up page->save user info for admin->Display error message->Invalid information,EQ,CTRL|INT,5,1.4,7,Signup,Signup,F15a_construction_meeting_minutes_application
258,User->sign up page->save user info for admin->View user registration info,EQ,CTRL|INT,4,1.5,6,Signup,Signup,F15a_construction_meeting_minutes_application
259,User->sign up page->save user info for admin->Notification of unsuccessful registration,EQ,CTRL|INT,4,1.5,6,Signup,Signup,F15a_construction_meeting_minutes_application
260,User->sign up page->save user info for admin->notification of successful registration,EQ,CTRL|INT,4,1.5,6,Signup,Signup,F15a_construction_meeting_minutes_application
261,User->sign up page->select admin option->save user info for admin->User info already created,EQ,CTRL|INT,5,1.4,7,Signup,Signup,F15a_construction_meeting_minutes_application
262,User->sign up page->select admin option->save user info for admin->user info,EI,CTRL|DM|EI,5,1.4,7,Signup,Signup,F15a_construction_meeting_minutes_application
263,User->sign up page->select admin option->save user info for admin->Display error message->Invalid information,EQ,CTRL|INT,6,1.3333333333333333,8,Signup,Signup,F15a_construction_meeting_minutes_application
264,User->sign up page->select admin option->save user info for admin->View user registration info,EQ,CTRL|INT,5,1.4,7,Signup,Signup,F15a_construction_meeting_minutes_application
265,User->sign up page->select admin option->save user info for admin->Notification of unsuccessful registration,EQ,CTRL|INT,5,1.4,7,Signup,Signup,F15a_construction_meeting_minutes_application
266,User->sign up page->select admin option->save user info for admin->notification of successful registration,EQ,CTRL|INT,5,1.4,7,Signup,Signup,F15a_construction_meeting_minutes_application
267,Admin->View user registration info->approve user registration->user info,EI,CTRL|DM|EI,4,1.25,5,Signup,Signup,F15a_construction_meeting_minutes_application
268,User->Select project page->retrieve project information->project info,EI,CTRL|DM|EI,4,1,4,Login,Login,F15a_construction_meeting_minutes_application
269,User->Select project page->retrieve project information->Administrator dashboard,EQ,CTRL|INT,4,1.25,5,Login,Login,F15a_construction_meeting_minutes_application
270,User->Login page->verify login information->Login Error Page,EQ,CTRL|INT,4,1,4,Login,Login,F15a_construction_meeting_minutes_application
271,User->Login page->verify login information->Select project page,EQ,CTRL|INT,4,1,4,Login,Login,F15a_construction_meeting_minutes_application
272,User->Login page->verify login information->general user dashboard,EQ,CTRL|INT,4,1,4,Login,Login,F15a_construction_meeting_minutes_application
273,User->Login page->verify login information->user info,EI,CTRL|DM|EI,4,0.75,3,Login,Login,F15a_construction_meeting_minutes_application
274,User->Edit Profile Page->verify input information->update user account information->account information,EI,CTRL|DM|EI,5,0.8,4,Edit Profile,Edit Profile,F15a_construction_meeting_minutes_application
275,User->Edit Profile Page->verify input information->Error Information,EQ,CTRL|INT,4,1,4,Edit Profile,Edit Profile,F15a_construction_meeting_minutes_application
276,Administrator->signup request details->update user info->user info,EI,CTRL|DM|EI,4,1,4,Approve Signup,Approve Signup,F15a_construction_meeting_minutes_application
277,Administrator->approve sign up screen->retrieve signup requests->signup request,EI,CTRL|DM|EI,4,1.25,5,Approve Signup,Approve Signup,F15a_construction_meeting_minutes_application
